Title,Author,Date,Excerpt
"INEC clears hurdle in Natasha's recall, notifies Senate",BusinessDay,"Mar 26, 2025",The Independent National Electoral Commission (INEC) has confirmed that it has received the necessary contact details of representatives of the...
DMO crosses N1trn Sukuk bond issuance as demand swells,Hope Moses-Ashike,"Mar 26, 2025","…Plans N300bn for series 7 Nigeria’s Debt Management Office (DMO) has hit a major milestone, surpassing N1 trillion in sovereign..."
Nigeria begins two-year tax exemption on pharmaceutical raw materials to propel local production ,Bethel Olujobi,"Mar 26, 2025",The Nigerian government has announced the commencement of a two-year exemption from import duty and Value Added Tax (VAT) on...
"Bill to give states control of oil, mineral resources passes second reading at Reps",Godsgift Onyedinefu,"Mar 26, 2025","A bill seeking to amend the 1999 Constitution to transfer control of natural resources, including oil fields, minerals, and natural..."
Reps pass bill empowering NBA to remove erring judges through no-confidence vote,Godsgift Onyedinefu,"Mar 26, 2025","…another bill empowers NJC to decide Judges removal The House of Representatives on Tuesday passed a bill for second reading,..."
"MTN, Airtel ink deal in boost for 145m subscribers",Temitayo Jaiyeola,"Mar 26, 2025",Nigerians battling poor network quality on MTN and Airtel may soon get relief following a new infrastructure-sharing agreement between the...
Pepper prices surge as rare pest outbreak ravages farms,Feyishola Jaiyesimi,"Mar 26, 2025",The price of fresh pepper in Africa’s most populous nation has quadrupled in one month as a rare pest outbreak...
"Nwaebonyi, Ezekwesili exchange words at Senate Panel",BusinessDay,"Mar 26, 2025","A heated exchange occurred between Senator Onyekachi Nwaebonyi, representing Ebonyi North, and former Minister of Education, Oby Ezekwesili, on Tuesday,..."
U.S. Fed rate hold intensifies Nigeria Eurobonds’ sell-off,Eniola Olatunji,"Mar 26, 2025",The yields on Nigerian Eurobonds climbed last week as foreign investors retreated in reaction to the United States’ Federal Reserve’s...
Dangote refinery’s jet fuel adds Saudi to new market,Faith Esifiho,"Mar 26, 2025","Three cargoes of Dangote Petroleum Refinery’s jet fuel, amounting to approximately 130 million litres, are set for export to Saudi..."
Patients struggle with dialysis bills as FG's subsidy stalls,Godsgift Onyedinefu,"Mar 26, 2025","Ruth Abraham’s hopes were dashed when she arrived at the Federal Medical Centre (FMC), Jabi, Abuja, on Monday, expecting to..."
Nigerians go without food as transport costs soar,Ifeoluwa Adebayo,"Mar 26, 2025",Nigerians are going without food as high transport costs raise food prices and squeeze households’ incomes. With petrol prices jumping...
"Again, Senate dismisses Natasha Akpoti-Uduaghan's sexual harassment petition against Akpabio",BusinessDay,"Mar 25, 2025","The Senate has once again dismissed a petition alleging sexual harassment against Senate President Godswill Akpabio, a move that has..."
INEC spots errors in Natasha Akpoti-Uduaghan's recall petition,BusinessDay,"Mar 25, 2025","The Independent National Electoral Commission (INEC) has identified errors in the petition seeking the recall of Natasha Akpoti-Uduaghan, the Senator..."
Judge quits Natasha’s case citing Akpabio’s petition,BusinessDay,"Mar 25, 2025","Justice Obiora Egwuatu of the Federal High Court in Abuja has withdrawn from the case involving suspended Senator Natasha Akpoti-Uduaghan,..."
"Rivers NLC, TUC threaten economic disruption over emergency rule",Imoh Bright,"Mar 25, 2025",Organised labour unions in Rivers State have warned that they may embark on industrial actions capable of crippling national economic...
Reps advance bill to make appeal court final judge in governorship election disputes,Godsgift Onyedinefu,"Mar 25, 2025",The House of Representatives has advanced a bill seeking to amend the 1999 Constitution to make the Court of Appeal...
Rivers' head of service resigns as Ibas appoints new SSG,Taofeek Oyedokun,"Mar 25, 2025","George Nwaeke, the head of the Rivers State Civil Service, has resigned from his position barely a week after the..."
"DisCos' revenue falls 33% short in 2024, as regulator blame inadequate metering, poor service",Cynthia Egboboh,"Mar 25, 2025","The electricity distribution companies in Nigeria recorded a 33 percent short fall in their total revenue in the year 2024,..."
"OBJ, Kukah throw jabs at Tinubu, say grabbing power illegally, corruptly impeding democracy in Africa",Godsgift Onyedinefu,"Mar 25, 2025","Olusegun Obasanjo, a former president of Nigeria, and Matthew Hassan Kukah, the Catholic Bishop of Sokoto Diocese, have criticised the..."
US reaches far to tap Dangote refinery for aviation fuel supplies,BusinessDay,"Mar 25, 2025",Nigeria’s giant Dangote Oil refinery has stepped in to help the US meet its surging jet fuel consumption which reached...
Money market funds remain safe haven amid rate decline,Eniola Olatunji,"Mar 25, 2025",Money market funds (MMFs) remain viable safe havens for investors despite drops in interest rates of most instruments. Money market...
Debt binge pushes repayment to 4-year high,Hope Moses-Ashike,"Mar 25, 2025","Nigeria’s debt payment rose to a four-year high of $4.65 billion at the end of 2024, reflecting the federal government’s..."
Nigerians may pay N930/litre amid naira-for-crude talks,Abubakar Ibrahim,"Mar 25, 2025",Nigerians could soon pay as much as N930 per litre for petrol as negotiations continue over the naira-for-crude sales between...
Missing automated bridges force airlines to tow planes after landing,Ifeoma Okeke-Korieocha,"Mar 25, 2025","The lack of automated bridges is forcing airlines operating in Nigeria to tow their aircraft after landing. In other countries,..."
Diaspora NIN enrolment up 308% as FG eases process,Temitayo Jaiyeola,"Mar 25, 2025",There has been a 307.88 percent surge in the number of diaspora National Identification Number (NIN) enrolments as the federal...
Naira gains as CBN accounts for 40% of dollar inflows,Hope Moses-Ashike,"Mar 24, 2025",The naira on Monday appreciated in the official foreign exchange (FX) market as the Central Bank of Nigeria (CBN) accounted...
Why democracy has failed in Africa – Obasanjo,Godsgift Onyedinefu,"Mar 24, 2025","Olusegun Obasanjo, a former president of Nigeria, has stated that democracy in Africa has failed because it does not align..."
"I never apologised for speaking my truth, Natasha disowns apology reports",BusinessDay,"Mar 24, 2025",Natasha Akpoti-Uduaghan has denied reports claiming she apologised to the Senate over her allegations of sexual harassment against Senate President...
"Peter Obi condemns Rivers State fund release, urges respect for rule of law",Imoh Bright,"Mar 24, 2025","Peter Obi, the presidential candidate of the Labour Party (LP) in the 2023 election,  has condemned the ongoing controversy surrounding..."
"Fubara denies link to militants, warns against fake social media posts",Taofeek Oyedokun,"Mar 24, 2025","Siminalayi Fubara, the suspended governor of Rivers State, has denied any connection to militant groups, dismissing claims linking him to..."
Kogi Prison Break: 12 inmates escape as state government demands probe,Ojochenemi Onje,"Mar 24, 2025","A prison break rocked the Federal Correctional Centre in Kotonkarfe, Kogi State, in the early hours of Monday, with at least 12 inmates managing to escape...."
25% of table water operators in Ogun close business in one year,BusinessDay,"Mar 24, 2025","The Association of Table Water Producers of Nigeria (ATWAP), Ogun Chapter, says over 25 per cent of its members have..."
Rivers crisis: How the Fubara-Wike feud threatens Nigeria’s economy,Oluwatobi Ojabello,"Mar 24, 2025",Nigeria’s fragile economic recovery now faces an unexpected threat. Not from global headwinds or weak oil prices—but from a power...
Lagos’ small businesses boom amid chaos,Odinaka Anudu,"Mar 24, 2025",More than three million small businesses are striking it rich in Lagos despite mountains of obstacles facing them. With N2...
Here’s snapshot of Lagos residential market potential,Chuka Uroko,"Mar 24, 2025",Lagos is a burgeoning real estate market with varying opportunities and return on investment levels in the different market segments....
"Blackout hits 8 embassies, estates in Abuja as Disco cites technical fault",Abubakar Ibrahim,"Mar 24, 2025","Another power outage has affected at least eight embassies and several residential estates in Abuja, with the electricity distribution company..."
Here is the full list of 2025 AMVCA nominees,Anthony Udugba,"Mar 24, 2025","The 11th edition of the Africa Magic Viewers’ Choice Awards (AMVCA) unveiled its highly anticipated nominees, showcasing talent and creativity..."
Shekarau reveals why coalition against Tinubu will fail in 2027,Iwok Iniobong,"Mar 23, 2025","Former Kano State governor and Chairman of the League of Northern Democrats (LND), Malam Ibrahim Shekarau, has dismissed the recent..."
Another explosion hits gas facility in Rivers amid ongoing crisis,Chioma Onuh,"Mar 23, 2025","Barely a week after an explosion rocked the Trans Niger Pipeline in Bodo, Gokana Local Government Area of Rivers State,..."
"Soyinka slams Tinubu’s emergency rule in Rivers, calls for reform",Tolulope Popoola,"Mar 23, 2025","Nobel Laureate, Wole Soyinka has condemned President Bola Tinubu’s declaration of a state of emergency in Rivers State, saying it..."
Pope Francis blesses crowd from hospital balcony in first public appearance after pneumonia battle,Chioma Onuh,"Mar 23, 2025","Pope Francis made his first public appearance in five weeks on Sunday, stepping onto the balcony of Rome’s Gemelli Hospital..."
"How lent, ramadan, heatwaves affect businesses in North East",Olatunji Omirin,"Mar 23, 2025","…Erratic power supply worsens situation …Poultry farmers count losses …Meat, vegetable sellers, restaurant owners recount woes Excessive heat aggravated by..."
Outsourced and underpaid: The silent pain of Nigeria’s contract workers,Taofeek Oyedokun,"Mar 23, 2025","Demola, a young economics graduate, spends his days behind a desk in a Lagos banking hall, attending to customers with..."
"Nigerians divided on FG’s approach to economy, reforms",Obinna Emelike,"Mar 23, 2025","…Economy turning the corner, some Nigerians say …Drop in food prices not enough to clap – others On March 17,..."
Nigeria losing democratic fervour as citizens lose voice to protest,Seyi John Salau,"Mar 23, 2025","…NLC, NANS, CSOs, religious bodies emasculated …Ethnicity, religion, party leaning deal unkind cut on dissent …Peace of the graveyard reign..."
Overkill: How schools suffocate pupils with too much teaching,Charles Ogwo,"Mar 23, 2025","…Holidays observed in breach with coaching classes, extra lessons In Nigeria, things are done in excess including academic calendar, and..."
Nigerian politics is a nasty place for women says the Economist,BusinessDay,"Mar 22, 2025","When she ran for governor of Nigeria’s Kogi state in 2019 gunmen shot at Natasha Akpoti-Uduaghan’s cars, her party’s offices..."
